,0
431,0.078410959
432,0.078410959
433,0.078410959
434,0.078410959
435,0.078410959
436,0.078410959
437,0.078410959
438,0.078410959
439,0.078410959
440,0.078410959
441,0.078410959
442,0.078410959
443,0.078410959
444,0.078410959
445,0.078410959
446,0.078410959
447,0.078410959
448,0.078410959
449,0.226630137
450,0.226630137
451,0.226630137
452,0.226630137
453,0.226630137
454,0.226630137
455,0.226630137
456,0.226630137
457,0.226630137
458,0.226630137
459,0.226630137
460,0.226630137
461,0.226630137
462,0.226630137
463,0.226630137
464,0.226630137
465,0.226630137
466,0.226630137
467,0.226630137
468,0.226630137
469,0.226630137
470,0.226630137
471,0.226630137
472,0.226630137
473,0.226630137
474,0.226630137
475,0.226630137
476,0.226630137
477,0.226630137
478,0.226630137
479,0.226630137
480,0.226630137
481,0.226630137
482,0.226630137
483,0.226630137
484,0.226630137
485,0.226630137
486,0.226630137
487,0.226630137
488,0.226630137
489,0.226630137
490,0.226630137
491,0.226630137
492,0.226630137
493,0.226630137
494,0.226630137
495,0.226630137
496,0.226630137
497,0.226630137
498,0.226630137
499,0.226630137
500,0.226630137
501,0.226630137
502,0.226630137
503,0.226630137
504,0.226630137
505,0.226630137
506,0.226630137
507,0.226630137
508,0.226630137
509,0.226630137
510,0.226630137
511,0.226630137
512,0.226630137
513,0.226630137
514,0.226630137
515,0.226630137
516,0.226630137
517,0.226630137
518,0.226630137
519,0.226630137
520,0.226630137
521,0.226630137
522,0.226630137
523,0.226630137
524,0.226630137
525,0.226630137
526,0.226630137
527,0.226630137
528,0.226630137
529,0.226630137
530,0.226630137
531,0.226630137
532,0.226630137
533,0.226630137
534,0.226630137
535,0.226630137
536,0.226630137
537,0.226630137
538,0.226630137
539,0.226630137
540,0.226630137
541,0.226630137
542,0.226630137
543,0.226630137
544,0.226630137
545,0.226630137
546,0.226630137
547,0.226630137
548,0.226630137
549,0.226630137
550,0.226630137
551,0.226630137
552,0.226630137
553,0.226630137
554,0.226630137
555,0.226630137
556,0.226630137
557,0.226630137
558,0.226630137
559,0.226630137
560,0.226630137
561,0.226630137
562,0.226630137
563,0.226630137
564,0.226630137
565,0.226630137
566,0.226630137
567,0.226630137
568,0.226630137
569,0.226630137
570,0.226630137
571,0.226630137
572,0.226630137
573,0.226630137
574,0.226630137
575,0.226630137
576,0.226630137
577,0.226630137
578,0.226630137
579,0.226630137
580,0.226630137
581,0.226630137
582,0.226630137
583,0.226630137
584,0.226630137
585,0.226630137
586,0.226630137
587,0.226630137
588,0.226630137
589,0.226630137
590,0.226630137
591,0.226630137
592,0.226630137
593,0.226630137
594,0.226630137
595,0.226630137
596,0.226630137
597,0.226630137
598,0.226630137
599,0.226630137
600,0.226630137
601,0.226630137
602,0.226630137
603,0.226630137
604,0.226630137
605,0.226630137
606,0.226630137
607,0.226630137
608,0.226630137
609,0.394169863
610,0.394169863
611,0.394169863
612,0.394169863
613,0.394169863
614,0.394169863
615,0.394169863
616,0.394169863
617,0.394169863
618,0.394169863
619,0.394169863
620,0.394169863
621,0.394169863
622,0.394169863
623,0.394169863
624,0.394169863
625,0.394169863
626,0.394169863
627,0.394169863
628,0.394169863
629,0.394169863
630,0.394169863
631,0.394169863
632,0.394169863
633,0.394169863
634,0.394169863
635,0.394169863
636,0.394169863
637,0.394169863
638,0.394169863
639,0.394169863
640,0.394169863
641,0.394169863
642,0.394169863
643,0.394169863
644,0.394169863
645,0.394169863
646,0.394169863
647,0.394169863
648,0.394169863
649,0.394169863
650,0.394169863
651,0.394169863
652,0.394169863
653,0.394169863
654,0.394169863
655,0.394169863
656,0.394169863
657,0.394169863
658,0.394169863
659,0.394169863
660,0.394169863
661,0.394169863
662,0.394169863
663,0.394169863
664,0.394169863
665,0.394169863
666,0.394169863
667,0.394169863
668,0.394169863
669,0.52732967
670,0.52732967
671,0.52732967
672,0.52732967
673,0.52732967
674,0.52732967
675,0.52732967
676,0.52732967
677,0.52732967
678,0.52732967
679,0.52732967
680,0.52732967
681,0.52732967
682,0.52732967
683,0.52732967
684,0.52732967
685,0.52732967
686,0.52732967
687,0.52732967
688,0.52732967
689,0.52732967
690,0.52732967
691,0.52732967
692,0.52732967
693,0.52732967
694,0.52732967
695,0.52732967
696,0.52732967
697,0.52732967
698,0.52732967
699,0.52732967
700,0.52732967
701,0.52732967
702,0.52732967
703,0.52732967
704,0.52732967
705,0.52732967
706,0.52732967
707,0.52732967
708,0.52732967
709,0.52732967
710,0.52732967
711,0.52732967
712,0.52732967
713,0.52732967
714,0.52732967
715,0.52732967
716,0.52732967
717,0.52732967
718,0.52732967
719,0.52732967
720,0.52732967
721,0.52732967
722,0.52732967
723,0.52732967
724,0.52732967
725,0.52732967
726,0.52732967
727,0.52732967
728,0.52732967
729,0.60990137
730,0.60990137
731,0.60990137
732,0.60990137
733,0.60990137
734,0.60990137
735,0.60990137
736,0.60990137
737,0.60990137
738,0.60990137
739,0.60990137
740,0.60990137
741,0.60990137
742,0.60990137
743,0.60990137
744,0.60990137
745,0.60990137
746,0.60990137
747,0.60990137
748,0.60990137
749,0.60990137
750,0.60990137
751,0.60990137
752,0.60990137
753,0.60990137
754,0.60990137
755,0.60990137
756,0.60990137
757,0.60990137
758,0.60990137
759,0.60990137
760,0.60990137
761,0.60990137
762,0.60990137
763,0.60990137
764,0.60990137
765,0.60990137
766,0.60990137
767,0.60990137
768,0.60990137
769,0.60990137
770,0.60990137
771,0.60990137
772,0.60990137
773,0.60990137
774,0.60990137
775,0.60990137
776,0.60990137
777,0.60990137
778,0.60990137
779,0.60990137
780,0.60990137
781,0.60990137
782,0.60990137
783,0.60990137
784,0.60990137
785,0.60990137
786,0.60990137
787,0.60990137
788,0.60990137
789,0.642635616
790,0.642635616
791,0.642635616
792,0.642635616
793,0.642635616
794,0.642635616
795,0.642635616
796,0.642635616
797,0.642635616
798,0.642635616
799,0.642635616
800,0.642635616
801,0.642635616
802,0.642635616
803,0.642635616
804,0.642635616
805,0.642635616
806,0.642635616
807,0.642635616
808,0.642635616
809,0.642635616
810,0.642635616
811,0.642635616
812,0.642635616
813,0.642635616
814,0.642635616
815,0.642635616
816,0.642635616
817,0.642635616
818,0.642635616
819,0.642635616
820,0.642635616
821,0.642635616
822,0.642635616
823,0.642635616
824,0.642635616
825,0.642635616
826,0.642635616
827,0.642635616
828,0.642635616
829,0.642635616
830,0.642635616
831,0.642635616
832,0.642635616
833,0.642635616
834,0.642635616
835,0.642635616
836,0.642635616
837,0.642635616
838,0.642635616
839,0.642635616
840,0.642635616
841,0.642635616
842,0.642635616
843,0.642635616
844,0.642635616
845,0.642635616
846,0.642635616
847,0.642635616
848,0.642635616
849,0.624506849
850,0.624506849
851,0.624506849
852,0.624506849
853,0.624506849
854,0.624506849
855,0.624506849
856,0.624506849
857,0.624506849
858,0.624506849
859,0.624506849
860,0.624506849
861,0.624506849
862,0.624506849
863,0.624506849
864,0.624506849
865,0.624506849
866,0.624506849
867,0.624506849
868,0.624506849
869,0.624506849
870,0.624506849
871,0.624506849
872,0.624506849
873,0.624506849
874,0.624506849
875,0.624506849
876,0.624506849
877,0.624506849
878,0.624506849
879,0.624506849
880,0.624506849
881,0.624506849
882,0.624506849
883,0.624506849
884,0.624506849
885,0.624506849
886,0.624506849
887,0.624506849
888,0.624506849
889,0.624506849
890,0.624506849
891,0.624506849
892,0.624506849
893,0.624506849
894,0.624506849
895,0.624506849
896,0.624506849
897,0.624506849
898,0.624506849
899,0.624506849
900,0.624506849
901,0.624506849
902,0.624506849
903,0.624506849
904,0.624506849
905,0.624506849
906,0.624506849
907,0.624506849
908,0.624506849
909,0.564175342
910,0.564175342
911,0.564175342
912,0.564175342
913,0.564175342
914,0.564175342
915,0.564175342
916,0.564175342
917,0.564175342
918,0.564175342
919,0.564175342
920,0.564175342
921,0.564175342
922,0.564175342
923,0.564175342
924,0.564175342
925,0.564175342
926,0.564175342
927,0.564175342
928,0.564175342
929,0.564175342
930,0.564175342
931,0.564175342
932,0.564175342
933,0.564175342
934,0.564175342
935,0.564175342
936,0.564175342
937,0.564175342
938,0.564175342
939,0.564175342
940,0.564175342
941,0.564175342
942,0.564175342
943,0.564175342
944,0.564175342
945,0.564175342
946,0.564175342
947,0.564175342
948,0.564175342
949,0.564175342
950,0.564175342
951,0.564175342
952,0.564175342
953,0.564175342
954,0.564175342
955,0.564175342
956,0.564175342
957,0.564175342
958,0.564175342
959,0.564175342
960,0.564175342
961,0.564175342
962,0.564175342
963,0.564175342
964,0.564175342
965,0.564175342
966,0.564175342
967,0.564175342
968,0.564175342
969,0.460030137
970,0.460030137
971,0.460030137
972,0.460030137
973,0.460030137
974,0.460030137
975,0.460030137
976,0.460030137
977,0.460030137
978,0.460030137
979,0.460030137
980,0.460030137
981,0.460030137
982,0.460030137
983,0.460030137
984,0.460030137
985,0.460030137
986,0.460030137
987,0.460030137
988,0.460030137
989,0.460030137
990,0.460030137
991,0.460030137
992,0.460030137
993,0.460030137
994,0.460030137
995,0.460030137
996,0.460030137
997,0.460030137
998,0.460030137
999,0.460030137
1000,0.460030137
1001,0.460030137
1002,0.460030137
1003,0.460030137
1004,0.460030137
1005,0.460030137
1006,0.460030137
1007,0.460030137
1008,0.460030137
1009,0.460030137
1010,0.460030137
1011,0.460030137
1012,0.460030137
1013,0.460030137
1014,0.460030137
1015,0.460030137
1016,0.460030137
1017,0.460030137
1018,0.460030137
1019,0.460030137
1020,0.460030137
1021,0.460030137
1022,0.460030137
1023,0.460030137
1024,0.460030137
1025,0.460030137
1026,0.460030137
1027,0.460030137
1028,0.460030137
1029,0.314068493
1030,0.314068493
1031,0.314068493
1032,0.314068493
1033,0.314068493
1034,0.314068493
1035,0.314068493
1036,0.314068493
1037,0.314068493
1038,0.314068493
1039,0.314068493
1040,0.314068493
1041,0.314068493
1042,0.314068493
1043,0.314068493
1044,0.314068493
1045,0.314068493
1046,0.314068493
1047,0.314068493
1048,0.314068493
1049,0.314068493
1050,0.314068493
1051,0.314068493
1052,0.314068493
1053,0.314068493
1054,0.314068493
1055,0.314068493
1056,0.314068493
1057,0.314068493
1058,0.314068493
1059,0.314068493
1060,0.314068493
1061,0.314068493
1062,0.314068493
1063,0.314068493
1064,0.314068493
1065,0.314068493
1066,0.314068493
1067,0.314068493
1068,0.314068493
1069,0.314068493
1070,0.314068493
1071,0.314068493
1072,0.314068493
1073,0.314068493
1074,0.314068493
1075,0.314068493
1076,0.314068493
1077,0.314068493
1078,0.314068493
1079,0.314068493
1080,0.314068493
1081,0.314068493
1082,0.314068493
1083,0.314068493
1084,0.314068493
1085,0.314068493
1086,0.314068493
1087,0.314068493
1088,0.314068493
1089,0.150789041
1090,0.150789041
1091,0.150789041
1092,0.150789041
1093,0.150789041
1094,0.150789041
1095,0.150789041
1096,0.150789041
1097,0.150789041
1098,0.150789041
1099,0.150789041
1100,0.150789041
1101,0.150789041
1102,0.150789041
1103,0.150789041
1104,0.150789041
1105,0.150789041
1106,0.150789041
1107,0.150789041
1108,0.150789041
1109,0.150789041
1110,0.150789041
1111,0.150789041
1112,0.150789041
1113,0.150789041
1114,0.150789041
1115,0.150789041
1116,0.150789041
1117,0.150789041
1118,0.150789041
1119,0.150789041
1120,0.150789041
1121,0.150789041
1122,0.150789041
1123,0.150789041
1124,0.150789041
1125,0.150789041
1126,0.150789041
1127,0.150789041
1128,0.150789041
1129,0.150789041
1130,0.150789041
1131,0.150789041
1132,0.150789041
1133,0.150789041
1134,0.150789041
1135,0.150789041
1136,0.150789041
1137,0.150789041
1138,0.150789041
1139,0.150789041
1140,0.150789041
1141,0.150789041
1142,0.150789041
1143,0.150789041
1144,0.150789041
1145,0.150789041
1146,0.150789041
1147,0.150789041
1148,0.150789041
1149,0.034068493
1150,0.034068493
1151,0.034068493
1152,0.034068493
1153,0.034068493
1154,0.034068493
1155,0.034068493
1156,0.034068493
1157,0.034068493
1158,0.034068493
1159,0.034068493
1160,0.034068493
1161,0.034068493
1162,0.034068493
1163,0.034068493
1164,0.034068493
1165,0.034068493
1166,0.034068493
1167,0.034068493
1168,0.034068493
1169,0.034068493
1170,0.034068493
1171,0.034068493
1172,0.034068493
1173,0.034068493
1174,0.034068493
1175,0.034068493
1176,0.034068493
1177,0.034068493
1178,0.034068493
1179,0.034068493
1180,0.034068493
1181,0.034068493
1182,0.034068493
1183,0.034068493
1184,0.034068493
1185,0.034068493
1186,0.034068493
1187,0.034068493
1188,0.034068493
1189,0.034068493
1190,0.034068493
1191,0.034068493
1192,0.034068493
1193,0.034068493
1194,0.034068493
1195,0.034068493
1196,0.034068493
1197,0.034068493
1198,0.034068493
1199,0.034068493
1200,0.034068493
1201,0.034068493
1202,0.034068493
1203,0.034068493
1204,0.034068493
1205,0.034068493
1206,0.034068493
1207,0.034068493
1208,0.034068493
1209,0.002594521
1210,0.002594521
1211,0.002594521
1212,0.002594521
1213,0.002594521
1214,0.002594521
1215,0.002594521
1216,0.002594521
1217,0.002594521
1218,0.002594521
1219,0.002594521
1220,0.002594521
1221,0.002594521
1222,0.002594521
1223,0.002594521
1224,0.002594521
1225,0.002594521
1226,0.002594521
1227,0.002594521
1228,0.002594521
1229,0.002594521
1230,0.002594521
1231,0.002594521
1232,0.002594521
1233,0.002594521
1234,0.002594521
1235,0.002594521
1236,0.002594521
1237,0.002594521
1238,0.002594521
1239,0.002594521
1240,0.002594521
1241,0.002594521
1242,0.002594521
1243,0.002594521
1244,0.002594521
1245,0.002594521
1246,0.002594521
1247,0.002594521
1248,0.002594521
1249,0.002594521
1250,0.002594521
1251,0.002594521
1252,0.002594521
1253,0.002594521
1254,0.002594521
1255,0.002594521
1256,0.002594521
1257,0.002594521
1258,0.002594521
1259,0.002594521
1260,0.002594521
1261,0.002594521
1262,0.002594521
1263,0.002594521
1264,0.002594521
1265,0.002594521
1266,0.002594521
1267,0.002594521
1268,0.002594521
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0
1328,0
1329,0
1330,0
1331,0
1332,0
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0
1352,0
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,0
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,0
1405,0
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0
1424,0
1425,0
1426,0
1427,0
1428,0
1429,0
1430,0
1431,0
1432,0
1433,0
1434,0
1435,0
1436,0
1437,0
1438,0
1439,0
